id,parentId,iNaturalistTaxonName,rank,iNaturalistTaxonImage,taxonName,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority,audioLink,commonName
9744,9740,Agelaius phoeniceus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/208307646/medium.jpg,Agelaius phoeniceus,,,,,,,,,,Red-winged Blackbird
47345,47118,Agelenidae,family,https://static.inaturalist.org/photos/231461438/medium.jpg,,,,,,,,,,,Funnel Weavers
1251448,47345,Ageleninae,subfamily,https://static.inaturalist.org/photos/231461438/medium.jpg,Ageleninae,,,,,,,,,,Typical Funnel Weavers
49844,49843,Aglaja,genus,https://static.inaturalist.org/photos/1055887/medium.jpg,,,,,,,,,,,
49842,49844,Aglaja ocelligera,species,https://static.inaturalist.org/photos/1055887/medium.jpg,Aglaja ocelligera,,,,,,,,,,Spotted Aglaja
49843,49784,Aglajidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5428/medium.jpg,,,,,,,,,,,
85563,47233,Agonidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/222130944/medium.jpg,,,,,,,,,,,Poachers
52829,47604,Agoseris,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/90108749/medium.jpg,,,,,,,,,,,mountain dandelion
322379,47485,Agriolimacidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/73772936/medium.jpg,,,,,,,,,,,
118395,416512,Agrocybe,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/124596/medium.jpg,,,,,,,,,,,
118391,118395,Agrocybe praecox,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3517084/medium.jpg,Agrocybe praecox,,,,,,,,,,Spring Fieldcap
60053,60052,Agulla,genus,https://static.inaturalist.org/photos/2103640/medium.jpg,,,,,,,,,,,Common Snakeflies
52695,47434,Aira,genus,https://static.inaturalist.org/photos/364292/medium.jpg,,,,,,,,,,,Hair Grass
52694,52695,Aira caryophyllea,species,https://static.inaturalist.org/photos/364292/medium.jpg,Aira caryophyllea,,,,,,,,,,Silver Hairgrass
61058,52695,Aira praecox,species,https://static.inaturalist.org/photos/364296/medium.jpg,Aira praecox,,,,,,,,,,early hair grass
49320,47366,Aizoaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/92084523/medium.jpeg,,,,,,,,,,,Stone plants
56100,48623,Ajuga,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/70480839/medium.jpeg,,,,,,,,,,,Bugles
56099,56100,Ajuga reptans,species,https://inaturalist-open-data.s3.amazonaws.com/photos/28863996/medium.jpeg,Ajuga reptans,,,,,,,,,,carpet bugle
124813,123804,Alaria,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/89482/medium.jpg,,,,,,,,,,,
124814,124813,Alaria marginata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/29782357/medium.jpg,Alaria marginata,,,,,,,,,,winged kelp
123804,68789,Alariaceae,family,https://static.inaturalist.org/photos/1891519/medium.jpg,,,,,,,,,,,
2314,2114,Alcedinidae,family,https://static.inaturalist.org/photos/1871631/medium.jpg,,,,,,,,,,,Kingfishers
56023,47148,Alchemilla,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/10270/medium.jpg,,,,,,,,,,,Lady's-mantles
866483,56023,Alchemilla arvensis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/459066/medium.jpg,Alchemilla arvensis,,,,,,,,,,Field Parsley Piert
1452907,56023,Alchemilla occidentalis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/272953944/medium.jpg,Alchemilla occidentalis,,,,,,,,,,western lady's mantle
71295,67561,Alcidae,family,https://static.inaturalist.org/photos/151712/medium.jpg,,,,,,,,,,,"Auks, Murres, Guillemots, and Puffins"
50096,349077,Aldisa,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2192/medium.jpg,,,,,,,,,,,
50098,50096,Aldisa sanguinea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3920484/medium.jpg,Aldisa sanguinea,,,,,,,,,,Red Aldisa
129946,50704,Alia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/130541/medium.jpg,,,,,,,,,,,
129933,129946,Alia carinata,species,https://inaturalist-open-data.s3.amazonaws.com/photos/176079608/medium.jpeg,Alia carinata,,,,,,,,,,Carinate Dovesnail
48073,47163,Alismatales,order,https://static.inaturalist.org/photos/107900/medium.jpg,,,,,,,,,,,"Aroids, Water-Plantains, Seagrass, and allies"
152973,49581,Alitta,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/403456/medium.jpg,,,,,,,,,,,
1115984,152973,Alitta williami,species,https://static.inaturalist.org/photos/111921901/medium.jpg,Alitta williami,,,,,,,,,,
47357,55849,Allium,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/13632/medium.jpg,,,,,,,,,,,onions
116364,47357,Allium cernuum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/120632/medium.jpg,Allium cernuum,,,,,,,,,,nodding onion
53352,49155,Alnus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/111091510/medium.jpg,,,,,,,,,,,alders
56034,53352,Alnus rubra,species,https://inaturalist-open-data.s3.amazonaws.com/photos/50900970/medium.jpg,Alnus rubra,1,1,1,1,0,0,kwulala'ulhp,"(Thom, 2011)",https://drive.google.com/file/d/1ugE8UysAbVe_C5xHVCaaerRx3QCaKdgf/view?usp=sharing,Red Alder
173228,51146,Altica,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3094294/medium.png,,,,,,,,,,,Metallic Flea Beetles
213086,173228,Altica bimarginata,species,https://static.inaturalist.org/photos/121718953/medium.jpeg,Altica bimarginata,,,,,,,,,,
70204,48148,Alucita,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/30731/medium.jpg,,,,,,,,,,,
213109,70204,Alucita montana,species,https://inaturalist-open-data.s3.amazonaws.com/photos/620221/medium.jpg,Alucita montana,,,,,,,,,,Montana Six-plume Moth
48148,47157,Alucitidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/30731/medium.jpg,,,,,,,,,,,Many-plumed Moths
48419,118249,Amanita,genus,https://static.inaturalist.org/photos/5594535/medium.jpg,,,,,,,,,,,amanita mushrooms
1155969,48419,Amanita,subsection,https://inaturalist-open-data.s3.amazonaws.com/photos/109223490/medium.jpg,Amanita,,,,,,,,,,Amanita subsect. Amanita
48418,48419,Amanita pantherina,species,https://inaturalist-open-data.s3.amazonaws.com/photos/112768591/medium.jpg,Amanita pantherina,,,,,,,,,,Panthercap
738406,48419,Amanita pantherinoides,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4161087/medium.,Amanita pantherinoides,,,,,,,,,,Western Panther
118249,47167,Amanitaceae,family,https://static.inaturalist.org/photos/26555709/medium.jpg,,,,,,,,,,,amanita mushrooms and allies
130434,49567,Amara,genus,https://static.inaturalist.org/photos/119630602/medium.jpg,,,,,,,,,,,Sun Beetles
539019,130434,Amara,subgenus,https://static.inaturalist.org/photos/119460202/medium.jpg,Amara,,,,,,,,,,
52327,47366,Amaranthaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/34572/medium.jpg,,,,,,,,,,,amaranths
55849,47218,Amaryllidaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/9537450/medium.jpeg,,,,,,,,,,,"amaryllis, onions, and allies"
49550,47118,Amaurobiidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/245558396/medium.jpg,,,,,,,,,,,Hackledmesh Weavers
26721,26720,Ambystoma,genus,https://static.inaturalist.org/photos/31391521/medium.jpg,,,,,,,,,,,Mole Salamanders
26754,26721,Ambystoma macrodactylum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/30262875/medium.jpg,Ambystoma macrodactylum,,,,,,,,,,Long-toed Salamander
26720,26718,Ambystomatidae,family,https://static.inaturalist.org/photos/20209480/medium.jpg,,,,,,,,,,,Mole Salamanders
49230,47148,Amelanchier,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/47463/medium.jpg,,,,,,,,,,,serviceberries
80360,49230,Amelanchier alnifolia semiintegrifolia,variety,https://inaturalist-open-data.s3.amazonaws.com/photos/2863176/medium.JPG,Amelanchier alnifolia semiintegrifolia,,,,,,,,,,Pacific saskatoon
86396,85574,Ammodytes,genus,https://static.inaturalist.org/photos/9255535/medium.jpeg,,,,,,,,,,,
201784,86396,Ammodytes personatus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/341996661/medium.jpg,Ammodytes personatus,,,,,,,,,,Pacific Sand Lance
85574,47233,Ammodytidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/21237577/medium.jpeg,,,,,,,,,,,Sand Lances
20978,355675,Amphibia,class,https://static.inaturalist.org/photos/20797296/medium.jpg,,,,,,,,,,,Amphibians
774991,48836,Amphilepidida,order,https://static.inaturalist.org/photos/28961464/medium.jpg,,,,,,,,,,,Amphilepididans
47628,47187,Amphipoda,order,https://inaturalist-open-data.s3.amazonaws.com/photos/11311080/medium.jpg,,,,,,,,,,,Amphipods
117645,50704,Amphissa,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/596708/medium.jpg,,,,,,,,,,,
117718,117716,Amphoriscidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/1039054/medium.jpg,,,,,,,,,,,
49140,48150,Amsinckia,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/259439469/medium.jpg,,,,,,,,,,,Fiddlenecks
52834,47604,Anaphalis,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/4904/medium.jpg,,,,,,,,,,,everlastings
52833,52834,Anaphalis margaritacea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/116351/medium.jpg,Anaphalis margaritacea,,,,,,,,,,pearly everlasting
6922,6912,Anas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/94136093/medium.jpeg,,,,,,,,,,,"Mallards, Pintails, and Allies"
6930,6922,Anas platyrhynchos,species,https://inaturalist-open-data.s3.amazonaws.com/photos/95268822/medium.jpg,Anas platyrhynchos,1,1,1,1,1,1,tunuqsun,"(Thom, 2011)",,Mallard
173182,173241,Anaspis,genus,https://static.inaturalist.org/photos/95295329/medium.jpg,,,,,,,,,,,
457362,173182,Anaspis duryi,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2943405/medium.jpg,Anaspis duryi,,,,,,,,,,
6912,6888,Anatidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/109604096/medium.jpg,,,,,,,,,,,"Ducks, Geese, and Swans"
127788,52747,Ancistrocerus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/87230295/medium.jpeg,,,,,,,,,,,
482636,127788,Ancistrocerus albophaleratus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/23969592/medium.jpg,Ancistrocerus albophaleratus,,,,,,,,,,White-banded Potter Wasp
57669,57668,Andrena,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/184407646/medium.jpg,,,,,,,,,,,Mining Bees
571358,57669,Andrena,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/12168987/medium.jpg,Andrena,,,,,,,,,,
57668,630955,Andrenidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/154356814/medium.jpeg,,,,,,,,,,,"Miner, Fairy, Allied Panurgine, and Oxaeine Bees"
950583,48231,Anemonoides,genus,https://static.inaturalist.org/photos/33295711/medium.jpeg,,,,,,,,,,,
950617,950583,Anemonoides blanda,species,https://inaturalist-open-data.s3.amazonaws.com/photos/11137686/medium.jpg,Anemonoides blanda,,,,,,,,,,Greek Anemone
56439,56438,Aneuraceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/107449265/medium.jpeg,,,,,,,,,,,
47125,211194,Angiospermae,subphylum,https://inaturalist-open-data.s3.amazonaws.com/photos/6943609/medium.jpg,,,,,,,,,,,flowering plants
31888,26172,Anguidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5874582/medium.jpeg,,,,,,,,,,,Glass and Alligator Lizards
1,48460,Animalia,kingdom,https://inaturalist-open-data.s3.amazonaws.com/photos/80678745/medium.jpg,,,,,,,,,,,Animals
53141,47604,Anisocarpus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5245/medium.jpg,,,,,,,,,,,
53137,53141,Anisocarpus madioides,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3533149/medium.jpg,Anisocarpus madioides,,,,,,,,,,woodland madia
47491,1,Annelida,phylum,https://static.inaturalist.org/photos/45924362/medium.jpg,,,,,,,,,,,Segmented Worms
50611,551313,Anomiidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5864690/medium.jpg,,,,,,,,,,,Jingle Shells
67317,61378,Anoplarchus,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/594024/medium.jpeg,,,,,,,,,,,
67316,67317,Anoplarchus purpurescens,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8912488/medium.jpg,Anoplarchus purpurescens,,,,,,,,,,High Cockscomb
6888,3,Anseriformes,order,https://inaturalist-open-data.s3.amazonaws.com/photos/1954574/medium.jpg,,,,,,,,,,,Waterfowl
195907,53293,Antedonidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/666645/medium.jpg,,,,,,,,,,,
47920,47918,Antheraea,genus,https://static.inaturalist.org/photos/25157507/medium.jpg,,,,,,,,,,,tussar moths
47919,47920,Antheraea polyphemus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/25430/medium.jpg,Antheraea polyphemus,,,,,,,,,,Polyphemus Moth
48922,48921,Anthoathecata,order,https://inaturalist-open-data.s3.amazonaws.com/photos/6007/medium.jpg,,,,,,,,,,,Athecate Hydroids
51498,48508,Anthocharis,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64677558/medium.jpg,,,,,,,,,,,Orangetips
900263,51498,Anthocharis julia flora,subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/7032386/medium.jpg,Anthocharis julia flora,,,,,,,,,,Flora Orangetip
630955,47201,Anthophila,epifamily,https://inaturalist-open-data.s3.amazonaws.com/photos/153272738/medium.jpg,,,,,,,,,,,Bees
67430,67432,Anthophila,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/924285/medium.jpg,,,,,,,,,,,
57682,47221,Anthophora,genus,https://static.inaturalist.org/photos/50500980/medium.jpg,,,,,,,,,,,Common Digger Bees
578071,57682,Anthophora,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/11620211/medium.jpeg,Anthophora,,,,,,,,,,
203135,47221,Anthophorini,tribe,https://inaturalist-open-data.s3.amazonaws.com/photos/84945387/medium.jpeg,Anthophorini,,,,,,,,,,Digger Bees
49052,47796,Anthopleura,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2584237/medium.jpg,,,,,,,,,,,
51658,49052,Anthopleura artemisia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/79892958/medium.jpeg,Anthopleura artemisia,,,,,,,,,,burrowing anemone
52564,49052,Anthopleura elegantissima,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6948726/medium.jpg,Anthopleura elegantissima,,,,,,,,,,Aggregating Anemone
71973,47434,Anthoxanthum,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/168398572/medium.jpeg,,,,,,,,,,,sweetgrasses
75475,71973,Anthoxanthum odoratum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/20694647/medium.jpg,Anthoxanthum odoratum,,,,,,,,,,sweet vernal grass
47533,47534,Anthozoa,class,https://inaturalist-open-data.s3.amazonaws.com/photos/4440362/medium.jpg,,,,,,,,,,,Sea Anemones and Corals
52847,48699,Anthriscus,genus,https://static.inaturalist.org/photos/39295509/medium.jpg,,,,,,,,,,,
52846,52847,Anthriscus caucalis,species,https://inaturalist-open-data.s3.amazonaws.com/photos/25575053/medium.jpg,Anthriscus caucalis,,,,,,,,,,Bur Parsley
886885,989731,Antiopella,genus,https://static.inaturalist.org/photos/2401402/medium.JPG,,,,,,,,,,,Silvertips
886884,886885,Antiopella fusca,species,https://inaturalist-open-data.s3.amazonaws.com/photos/417/medium.jpg,Antiopella fusca,,,,,,,,,,White-and-orange-tipped Nudibranch
20979,20978,Anura,order,https://inaturalist-open-data.s3.amazonaws.com/photos/2261717/medium.jpg,,,,,,,,,,,Frogs and Toads
1367476,56023,Aphanes,section,https://static.inaturalist.org/photos/3005130/medium.jpg,Aphanes,,,,,,,,,,Parsley-pierts
52381,47744,Aphididae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/5648128/medium.jpg,,,,,,,,,,,Aphids
56195,47744,Aphrophoridae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/3957516/medium.JPG,,,,,,,,,,,True Spittlebugs
273241,47322,Aphyllon,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/187928351/medium.jpg,,,,,,,,,,,
739040,273241,Aphyllon purpureum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/21050136/medium.jpg,Aphyllon purpureum,,,,,,,,,,oneflower broomrape
48699,48700,Apiaceae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/8872/medium.jpg,,,,,,,,,,,carrot family
48700,47124,Apiales,order,https://static.inaturalist.org/photos/39794882/medium.jpeg,,,,,,,,,,,"carrots, ivies, and allies"
47221,630955,Apidae,family,https://inaturalist-open-data.s3.amazonaws.com/photos/45462820/medium.jpg,,,,,,,,,,,"Honey Bees, Bumble Bees, and Allies"
47220,47221,Apis,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/70685498/medium.jpeg,,,,,,,,,,,Honey Bees
47219,47220,Apis mellifera,species,https://static.inaturalist.org/photos/2369526/medium.jpg,Apis mellifera,,,,,,,,,,Western Honey Bee
541417,47811,Aplousobranchia,order,https://inaturalist-open-data.s3.amazonaws.com/photos/93735650/medium.jpeg,,,,,,,,,,,
775804,47114,Aplysiida,order,https://inaturalist-open-data.s3.amazonaws.com/photos/60594657/medium.jpg,,,,,,,,,,,Sea Hares and Akera Snails
