"scientificName","scientificNameAuthority","taxonID","kingdom","phylum","class","order","subordr","infrrdr","family","genus","subgens","spcfcEp","infrspE","taxnRnk","instttC","cllctnC","ctlgNmb","datstNm","occrrID","rcrddBy","rcrdNmb","fldNmbr","eventDt","year","month","day","bssOfRc","localty","lctnRmr","island","sttPrvn","country","cntryCd","crdnUIM","grfrncB","grfrnVS","grfrncP","grfrncR","habitat","vrbtmDp","vrbtmEl","occrrnS","smplngP","occrrnR","indvdlC","sex","estblsM","prvnclS","ntnlStt","idntfdB","idntfcQ","idntfcR","prvsIdn","bblgrpC","assctdR","latitud","longitd"
"Arnica latifolia","Bong.",75573,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Arnica",NA,"Arnica latifolia",NA,"species","iNaturalist","Observations","31027145",NA,"https://www.inaturalist.org/observations/31027145","karinadsj",NA,NA,"2019-08-10",2019,8,10,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",10,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"dougbrown",NA,NA,NA,NA,NA,50.025,-123.17
"Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii",NA,"species","iNaturalist","Observations","67821326",NA,"https://www.inaturalist.org/observations/67821326","Mannfred Masahiro",NA,NA,"2020-10-12",2020,10,12,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Mannfred Masahiro",NA,NA,NA,NA,NA,50.025,-123.17
"Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.",128870,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales",NA,NA,"Saxifragaceae","Leptarrhena",NA,"Leptarrhena pyrolifolia",NA,"species","iNaturalist","Observations","139845402",NA,"https://www.inaturalist.org/observations/139845402","matiassantoro",NA,NA,"2022-10-22",2022,10,22,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"matiassantoro",NA,NA,NA,NA,NA,50.025,-123.17
"Abies amabilis","Douglas ex J. Forbes",75240,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies amabilis",NA,"species","iNaturalist","Observations","31807176",NA,"https://www.inaturalist.org/observations/31807176","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.09
"Abies amabilis","Douglas ex J. Forbes",75240,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies amabilis",NA,"species","iNaturalist","Observations","62166614",NA,"https://www.inaturalist.org/observations/62166614","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",21,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.09
"Abies amabilis","Douglas ex J. Forbes",75240,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies amabilis",NA,"species","iNaturalist","Observations","31701339",NA,"https://www.inaturalist.org/observations/31701339","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Michael Stein",NA,NA,NA,NA,NA,49.953,-123.09
"Abies amabilis","Douglas ex J. Forbes",75240,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies amabilis",NA,"species","iNaturalist","Observations","31804393",NA,"https://www.inaturalist.org/observations/31804393","Kelly Fretwell",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.09
"Abies lasiocarpa","(Hooker) Nuttall",75241,"Plantae","Tracheophyta","Pinopsida","Pinales",NA,NA,"Pinaceae","Abies",NA,"Abies lasiocarpa",NA,"species","iNaturalist","Observations","31687946",NA,"https://www.inaturalist.org/observations/31687946","Julie",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",61,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Julie",NA,NA,NA,NA,NA,49.953,-123.09
"Actaea rubra","(Alton) Willd.",49870,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Ranunculaceae","Actaea",NA,"Actaea rubra",NA,"species","iNaturalist","Observations","15850223",NA,"https://www.inaturalist.org/observations/15850223","Billi Krochuk",NA,NA,"2018-08-17",2018,8,17,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",5,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Billi Krochuk",NA,NA,NA,NA,NA,49.953,-123.09
"Adenocaulon bicolor","Hook.",56854,"Plantae","Tracheophyta","Magnoliopsida","Asterales",NA,NA,"Asteraceae","Adenocaulon",NA,"Adenocaulon bicolor",NA,"species","iNaturalist","Observations","94528339",NA,"https://www.inaturalist.org/observations/94528339","Taylor Justason",NA,NA,"2021-09-08",2021,9,8,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",3434,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Taylor Justason",NA,NA,NA,NA,NA,49.953,-123.09
"Asarum caudatum","Lindl.",52858,"Plantae","Tracheophyta","Magnoliopsida","Piperales",NA,NA,"Aristolochiaceae","Asarum",NA,"Asarum caudatum",NA,"species",NA,NA,"ERM835",NA,"KX678515","E.R. Manton",NA,NA,"2011-07-28",2011,7,28,"PRESERVED_SPECIMEN","British Columbia, Squamish-Lillooet Regional District, Garibaldi Lake trail",NA,NA,NA,"Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.953,-123.09
"Asarum caudatum","Lindl.",52858,"Plantae","Tracheophyta","Magnoliopsida","Piperales",NA,NA,"Aristolochiaceae","Asarum",NA,"Asarum caudatum",NA,"species",NA,NA,"V236164",NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=VPSBC090-12","E.R. Manton",NA,NA,"2011-07-28",2011,7,28,"MATERIAL_SAMPLE","Squamish-Lillooet Regional District, Garibaldi Lake trail",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.953,-123.09
"Asarum caudatum","Lindl.",52858,"Plantae","Tracheophyta","Magnoliopsida","Piperales",NA,NA,"Aristolochiaceae","Asarum",NA,"Asarum caudatum",NA,"species","UBC","UBCVascular","V236164",NA,"A4757273-BF3E-D24E-B94D-9271A3F2255D","Erin R. Manton","835",NA,"2011-07-28",2011,7,28,"PRESERVED_SPECIMEN","Squamish-Lillooet Regional District, Garibaldi Lake trail",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Erin R. Manton",NA,NA,NA,NA,NA,49.953,-123.09
"Berberis nervosa","Pursh",75756,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales",NA,NA,"Berberidaceae","Berberis",NA,"Berberis nervosa",NA,"species","University of Lethbridge","LEA",NA,NA,"17920","P. Warrington","84",NA,"1967-06-24",1967,6,24,"PRESERVED_SPECIMEN","The Barrier, Garibaldi Park, N.W. main trail to Ranger's cabin",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,NA,NA,NA,NA,NA,NA,49.953,-123.09
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","88286362",NA,"https://www.inaturalist.org/observations/88286362","botanybum",NA,NA,"2021-07-22",2021,7,22,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",4,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"botanybum",NA,NA,NA,NA,NA,49.953,-123.09
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","31687928",NA,"https://www.inaturalist.org/observations/31687928","Julie",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",31,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"David",NA,NA,NA,NA,NA,49.953,-123.09
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","31455447",NA,"https://www.inaturalist.org/observations/31455447","laijasmine",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",30,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"T Lasswell",NA,NA,NA,NA,NA,49.953,-123.09
"Chimaphila umbellata","(L.) W.P.C. Barton",62236,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Chimaphila",NA,"Chimaphila umbellata",NA,"species","iNaturalist","Observations","32193808",NA,"https://www.inaturalist.org/observations/32193808","Kelly Fretwell",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.09
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","University of Lethbridge","LEA",NA,NA,"3528","P. Warrington","86",NA,"1967-06-24",1967,6,24,"PRESERVED_SPECIMEN","The Barrier, Garibaldi Park, N.W. main trail to Ranger's cabin, at trail edge in forest",NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,NA,NA,NA,NA,NA,NA,49.953,-123.09
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora",NA,"species","iNaturalist","Observations","28848231",NA,"https://www.inaturalist.org/observations/28848231","Zoë Davis",NA,NA,"2019-07-11",2019,7,11,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",10,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Zoë Davis",NA,NA,NA,NA,NA,49.953,-123.09
"Corallorhiza mertensiana","Bong",49444,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza mertensiana",NA,"species","iNaturalist","Observations","31687970",NA,"https://www.inaturalist.org/observations/31687970","Julie",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",61,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Julie",NA,NA,NA,NA,NA,49.953,-123.09
"Corallorhiza mertensiana","Bong",49444,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza mertensiana",NA,"species","iNaturalist","Observations","127254020",NA,"https://www.inaturalist.org/observations/127254020","Jake Batters",NA,NA,"2022-07-18",2022,7,18,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Jake Batters",NA,NA,NA,NA,NA,49.953,-123.09
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis",NA,"species","iNaturalist","Observations","133690816",NA,"https://www.inaturalist.org/observations/133690816","Meladrama",NA,NA,"2022-07-21",2022,7,21,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",22,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Meladrama",NA,NA,NA,NA,NA,49.953,-123.09
"Fragaria vesca ssp. bracteata","L.",50298,"Plantae","Tracheophyta","Magnoliopsida","Rosales",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria vesca","bracteata","subspecies","iNaturalist","Observations","32193821",NA,"https://www.inaturalist.org/observations/32193821","Kelly Fretwell",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Jason Headley",NA,NA,NA,NA,NA,49.953,-123.09
"Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia",NA,"species","iNaturalist","Observations","31820279",NA,"https://www.inaturalist.org/observations/31820279","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.09
"Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia",NA,"species","iNaturalist","Observations","31820284",NA,"https://www.inaturalist.org/observations/31820284","Lena Dietz Chiasson",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,49.953,-123.09
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","15850183",NA,"https://www.inaturalist.org/observations/15850183","Billi Krochuk",NA,NA,"2018-08-15",2018,8,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",374,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Billi Krochuk",NA,NA,NA,NA,NA,49.953,-123.09
"Goodyera oblongifolia","Raf.",50719,"Plantae","Tracheophyta","Liliopsida","Asparagales",NA,NA,"Orchidaceae","Goodyera",NA,"Goodyera oblongifolia",NA,"species","iNaturalist","Observations","15850184",NA,"https://www.inaturalist.org/observations/15850184","Billi Krochuk",NA,NA,"2018-08-15",2018,8,15,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",371,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Billi Krochuk",NA,NA,NA,NA,NA,49.953,-123.09
"Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.",128870,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales",NA,NA,"Saxifragaceae","Leptarrhena",NA,"Leptarrhena pyrolifolia",NA,"species","iNaturalist","Observations","31687958",NA,"https://www.inaturalist.org/observations/31687958","Julie",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",61,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Julie",NA,NA,NA,NA,NA,49.953,-123.09
"Lilium columbianum","Leichtlin",77744,"Plantae","Tracheophyta","Liliopsida","Liliales",NA,NA,"Liliaceae","Lilium",NA,"Lilium columbianum",NA,"species","iNaturalist","Observations","133692592",NA,"https://www.inaturalist.org/observations/133692592","Meladrama",NA,NA,"2022-07-23",2022,7,23,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",18,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Meladrama",NA,NA,NA,NA,NA,49.953,-123.09
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","31455451",NA,"https://www.inaturalist.org/observations/31455451","laijasmine",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",5,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"T Lasswell",NA,NA,NA,NA,NA,49.953,-123.09
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","32193590",NA,"https://www.inaturalist.org/observations/32193590","Kelly Fretwell",NA,NA,"2019-08-25",2019,8,25,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Kelly Fretwell",NA,NA,NA,NA,NA,49.953,-123.09
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","62166603",NA,"https://www.inaturalist.org/observations/62166603","John D Reynolds",NA,NA,"2020-10-02",2020,10,2,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",18,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"John D Reynolds",NA,NA,NA,NA,NA,49.953,-123.09
"Linnaea borealis ssp. longiflora","L.",81026,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Linnaea",NA,"Linnaea borealis","longiflora","subspecies","iNaturalist","Observations","29646349",NA,"https://www.inaturalist.org/observations/29646349","multanimous",NA,NA,"2019-07-27",2019,7,27,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",13,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"multanimous",NA,NA,NA,NA,NA,49.953,-123.09
"Lonicera utahensis","S.Watson",148098,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales",NA,NA,"Caprifoliaceae","Lonicera",NA,"Lonicera utahensis",NA,"species","iNaturalist","Observations","129562877",NA,"https://www.inaturalist.org/observations/129562877","kamil1232",NA,NA,"2022-08-05",2022,8,5,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",7,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"joedziewa",NA,NA,NA,NA,NA,49.953,-123.09
"Lycopodium clavatum","L.",77914,"Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales",NA,NA,"Lycopodiaceae","Lycopodium",NA,"Lycopodium clavatum",NA,"species","iNaturalist","Observations","32119693",NA,"https://www.inaturalist.org/observations/32119693","Geneviève Reynolds",NA,NA,"2019-08-24",2019,8,24,"HUMAN_OBSERVATION",NA,NA,NA,"British Columbia","Canada","CA",48,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Geneviève Reynolds",NA,NA,NA,NA,NA,49.953,-123.09
