"id","parentId","iNaturalistTaxonName","rank","iNaturalistTaxonImage","taxonName","Food Value","Medicinal Value","Spiritual Value","Material Value","Trade Value","Indicator Value","Hulquminum Name","Hulquminum Authority","Audio Link","commonName"
49865,48656,"Phyllaplysia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4249/medium.jpg","",,,,,,,,,,""
49900,775833,"Pleurobranchidae","family","https://static.inaturalist.org/photos/73685183/medium.jpg","",,,,,,,,,,""
49995,47822,"Syrphidae","family","https://static.inaturalist.org/photos/33029706/medium.jpg","",,,,,,,"","","","Hover Flies"
50062,47767,"Palio","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2170/medium.jpg","",,,,,,,,,,""
50086,49707,"Agapostemon","genus","https://static.inaturalist.org/photos/41193264/medium.jpg","",,,,,,,,,,"Striped Sweat Bees"
50096,349077,"Aldisa","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2192/medium.jpg","",,,,,,,,,,""
50098,50096,"Aldisa sanguinea","species","https://inaturalist-open-data.s3.amazonaws.com/photos/3920484/medium.jpg","Aldisa sanguinea",,,,,,,"","","","Red Aldisa"
50104,47507,"Peltodoris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2128/medium.jpg","",,,,,,,,,,""
50133,47113,"Dorididae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/2743/medium.jpg","",,,,,,,,,,""
50134,50133,"Doris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2760903/medium.jpg","",,,,,,,,,,""
50146,47401,"Cadlina luteomarginata","species","https://static.inaturalist.org/photos/1068582/medium.JPG","Cadlina luteomarginata",,,,,,,"","","","yellow-rimmed nudibranch"
50253,48327,"Lecanoraceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/12505345/medium.jpeg","",,,,,,,,,,"rim lichens, disc lichens, and allies"
50298,50299,"Fragaria vesca","species","https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/medium.jpg","Fragaria vesca",1,1,1,0,1,0,"stsi'yu","(Thom, 2011)","","woodland strawberry"
50299,47148,"Fragaria","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/56019786/medium.jpg","",,,,,,,,,,"strawberries"
50313,48796,"Thymelaeaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/11609675/medium.jpg","",,,,,,,,,,"Stringbarks"
50321,47122,"Lathyrus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/91675201/medium.jpg","",,,,,,,,,,"sweet peas and vetchlings"
50328,47707,"Dendronotus albopunctatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/4303122/medium.jpg","Dendronotus albopunctatus",,,,,,,"","","","White-spotted Dendronotid"
50392,47922,"Polygonia","genus","https://static.inaturalist.org/photos/51743535/medium.jpeg","",,,,,,,,,,"Commas"
50393,47707,"Dendronotus rufus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/4303203/medium.jpg","Dendronotus rufus",,,,,,,"","","","red dendronotid"
50467,50468,"Eubranchus","genus","https://static.inaturalist.org/photos/47260567/medium.jpg","",,,,,,,,,,""
50468,47113,"Eubranchidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/4137/medium.jpg","",,,,,,,,,,""
50471,50467,"Eubranchus rustyus","species","https://static.inaturalist.org/photos/1041268/medium.JPG","Eubranchus rustyus",,,,,,,"","","","Homely Aeolid"
50586,47584,"Venerida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/263371545/medium.jpg","",,,,,,,,,,""
50588,50586,"Veneridae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/3510960/medium.jpg","",,,,,,,,,,"Venus Clams"
50597,488959,"Cardiidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/163621292/medium.jpg","",,,,,,,,,,"Cockles"
50600,775839,"Mytilidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/336916444/medium.jpg","",,,,,,,,,,"True Mussels"
50611,551313,"Anomiidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/5864690/medium.jpg","",,,,,,,,,,"Jingle Shells"
50618,50619,"Fritillaria affinis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/27849/medium.jpg","Fritillaria affinis",,,,,,,"stł’əәlts’əә́ ləәqw’əәs","(Turner, 2014)","","checker lily"
50619,47328,"Fritillaria","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6272/medium.jpg","",,,,,,,,,,"Fritillaries"
50636,50638,"Plantago","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/31254943/medium.jpg","",,,,,,,,,,"plantains"
50638,48151,"Plantaginaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/11147978/medium.jpg","",,,,,,,,,,"plantain family"
50641,48516,"Solanum","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/241847162/medium.jpg","",,,,,,,,,,"nightshades"
50651,48150,"Nemophila","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4795045/medium.jpg","",,,,,,,,,,"baby blue eyes and allies"
50704,48289,"Columbellidae","family","https://static.inaturalist.org/photos/5972474/medium.jpg","",,,,,,,,,,"Dove Snails"
50716,47217,"Epipactis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4811198/medium.jpeg","",,,,,,,,,,"Helleborines"
50717,50716,"Epipactis helleborine","species","https://static.inaturalist.org/photos/47124220/medium.jpg","Epipactis helleborine",,,,,,,"","","","Broad-leafed Helleborine"
50718,47217,"Goodyera","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/150468053/medium.jpeg","",,,,,,,,,,"rattlesnake plantains"
50719,50718,"Goodyera oblongifolia","species","https://inaturalist-open-data.s3.amazonaws.com/photos/12879824/medium.jpeg","Goodyera oblongifolia",1,1,0,1,1,0,"sh-qulii-qep'nuts","(Thom, 2011)","","Western Rattlesnake Plantain"
50766,48289,"Muricidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/15870196/medium.jpg","",,,,,,,,,,"Murex Snails"
50814,492000,"Agaricomycetes","class","https://inaturalist-open-data.s3.amazonaws.com/photos/6993855/medium.jpg","",,,,,,,,,,"mushrooms, bracket fungi, puffballs, and allies"
50815,50814,"Auriculariales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/55108415/medium.jpeg","",,,,,,,,,,""
50818,50820,"Lophopanopeus bellus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/2742/medium.jpg","Lophopanopeus bellus",,,,,,,"","","","Blackclaw Crestleg Crab"
50819,47186,"Panopeidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/7873464/medium.jpg","",,,,,,,,,,"Mud Crabs"
50820,50819,"Lophopanopeus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/15578/medium.jpg","",,,,,,,,,,""
50828,51820,"Violaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/19508334/medium.jpeg","",,,,,,,,,,"violet family"
50829,50828,"Viola","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/11654351/medium.jpeg","",,,,,,,,,,"violets"
50851,50853,"Cerastium arvense","species","https://static.inaturalist.org/photos/1664234/medium.jpg","Cerastium arvense",,,,,,,"","","","field chickweed"
50853,48567,"Cerastium","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/46801074/medium.jpeg","",,,,,,,"","","","Mouse-ear Chickweeds"
50863,47126,"Chlorophyta","phylum","https://inaturalist-open-data.s3.amazonaws.com/photos/57757074/medium.jpg","",,,,,,,,,,"green algae"
50880,50881,"Limenitis lorquini","species","https://static.inaturalist.org/photos/77233288/medium.jpeg","Limenitis lorquini",,,,,,,"","","","Lorquin's Admiral"
50881,47922,"Limenitis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/76049495/medium.jpg","",,,,,,,,,,""
50913,50914,"Hyalophora euryalus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/38299152/medium.jpeg","Hyalophora euryalus",,,,,,,"","","","Ceanothus Silk Moth"
50914,47918,"Hyalophora","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/23254462/medium.jpeg","",,,,,,,,,,""
50921,47599,"Muscari","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/49812279/medium.jpeg","",,,,,,,,,,"Grape hyacinths"
50931,50940,"Strymon melinus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/4703357/medium.jpeg","Strymon melinus",,,,,,,"","","","Gray Hairstreak"
50940,47923,"Strymon","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/104932582/medium.jpg","",,,,,,,,,,"Scrub-Hairstreaks"
51046,51047,"Arbutus menziesii","species","https://inaturalist-open-data.s3.amazonaws.com/photos/9248407/medium.jpeg","Arbutus menziesii",1,1,1,1,0,1,"qaanlhp","(Thom, 2011)","https://drive.google.com/file/d/1W465N-jacCWcY2IyOEPGfSMsMPePFiC0/view?usp=sharing","Pacific madrone"
51047,133387,"Arbutus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/335168998/medium.jpg","",,,,,,,,,,"madrones"
51086,47599,"Triteleia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/200077190/medium.jpg","",,,,,,,,,,"triplet lilies"
51120,47124,"Nymphaeales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/3008652/medium.JPG","",,,,,,,,,,"Waterlilies, Fanworts, and Allies"
51121,51120,"Nymphaeaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/133473561/medium.jpeg","",,,,,,,,,,"Waterlily Family"
51159,47744,"Acanthosomatidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/18216466/medium.jpeg","",,,,,,,,,,"Shield Bugs"
51198,47533,"Zoantharia","order","https://inaturalist-open-data.s3.amazonaws.com/photos/27391480/medium.jpg","",,,,,,,,,,"Zoantharians"
51225,47822,"Tipulidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/33088193/medium.jpg","",,,,,,,,,,"Large Crane Flies"
51229,48623,"Stachys","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg","",,,,,,,"","","","Hedgenettles"
51245,774752,"Crinoidea","class","https://inaturalist-open-data.s3.amazonaws.com/photos/57574570/medium.jpeg","",,,,,,,,,,"Sea Lilies"
51271,39776,"Trachemys scripta elegans","subspecies","https://inaturalist-open-data.s3.amazonaws.com/photos/120834277/medium.jpg","Trachemys scripta elegans",,,,,,,"","","","Red-eared Slider"
51274,48385,"Heuchera micrantha","species","https://inaturalist-open-data.s3.amazonaws.com/photos/3498/medium.jpg","Heuchera micrantha",,,,,,,"","","","crevice alumroot"
51280,1,"Nemertea","phylum","https://inaturalist-open-data.s3.amazonaws.com/photos/4114/medium.jpg","",,,,,,,,,,"Ribbon Worms"
51283,152904,"Emplectonematidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/99274829/medium.jpg","",,,,,,,,,,""
51373,47178,"Batrachoidiformes","order","https://inaturalist-open-data.s3.amazonaws.com/photos/286658740/medium.jpeg","",,,,,,,,,,"Toadfishes"
51374,51373,"Batrachoididae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/3570/medium.jpg","",,,,,,,,,,"Toadfishes"
51429,50863,"Ulvophyceae","class","https://inaturalist-open-data.s3.amazonaws.com/photos/26334839/medium.jpg","",,,,,,,,,,"Ulvophycean green algae"
51498,48508,"Anthocharis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/64677558/medium.jpg","",,,,,,,,,,"Orangetips"
51507,51511,"Beroe","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4259/medium.jpg","",,,,,,,,,,"Cigar Comb Jellies"
51508,1,"Ctenophora","phylum","https://inaturalist-open-data.s3.amazonaws.com/photos/12707464/medium.jpg","",,,,,,,,,,"Comb Jellies"
51509,51508,"Nuda","class","https://inaturalist-open-data.s3.amazonaws.com/photos/3726/medium.jpg","",,,,,,,,,,""
51510,51509,"Beroida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/4259/medium.jpg","",,,,,,,,,,""
51511,51510,"Beroidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/4259/medium.jpg","",,,,,,,,,,""
51555,51556,"Sympetrum illotum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/173910444/medium.jpg","Sympetrum illotum",,,,,,,"","","","Cardinal Meadowhawk"
51556,47819,"Sympetrum","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/15951/medium.jpg","",,,,,,,,,,"Meadowhawks"
51611,50638,"Veronica","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6846565/medium.jpeg","",,,,,,,,,,"speedwells"
51640,51642,"Polyorchis penicillatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/102852524/medium.jpeg","Polyorchis penicillatus",,,,,,,"","","","Red-eye Medusa"
51642,51652,"Polyorchis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/3801/medium.jpg","",,,,,,,,,,""
51643,51644,"Tiarella trifoliata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/61878/medium.jpg","Tiarella trifoliata",,,,,,,"","","","Threeleaf Foamflower"
51644,48386,"Tiarella","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/32377/medium.jpg","",,,,,,,,,,"foamflowers"
51646,47544,"Rubus parviflorus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/26833062/medium.jpeg","Rubus parviflorus",1,0,0,0,0,1,"t'uqwum'","(Thom, 2011)","https://drive.google.com/file/d/1lhR2lz9P1dEuDk6MHh7os3l4-R_4WA9j/view?usp=sharing","thimbleberry"
51649,51644,"Tiarella trifoliata trifoliata","variety","https://inaturalist-open-data.s3.amazonaws.com/photos/82766444/medium.jpeg","Tiarella trifoliata trifoliata",,,,,,,"","","","Threeleaf Foamflower"
51652,48922,"Corynidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/4265999/medium.jpg","",,,,,,,,,,"Bell Jellies"
51655,51656,"Tellima grandiflora","species","https://inaturalist-open-data.s3.amazonaws.com/photos/143999155/medium.jpg","Tellima grandiflora",,,,,,,"","","","fringe cups"
51656,48386,"Tellima","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6256/medium.jpg","",,,,,,,,,,"Tellimas"
51658,49052,"Anthopleura artemisia","species","https://inaturalist-open-data.s3.amazonaws.com/photos/79892958/medium.jpeg","Anthopleura artemisia",,,,,,,"","","","burrowing anemone"
51669,47213,"Hemaris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/82020993/medium.jpg","",,,,,,,,,,"Clearwings and Bee Hawkmoths"
51672,47119,"Ixodida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/19240115/medium.jpg","",,,,,,,,,,"Ticks"
51673,51672,"Ixodidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/19240115/medium.jpg","",,,,,,,,,,"Hardbacked Ticks"
51674,51673,"Ixodes","genus","https://static.inaturalist.org/photos/35772417/medium.jpg","",,,,,,,,,,""
51695,51697,"Eupentacta quinquesemita","species","https://inaturalist-open-data.s3.amazonaws.com/photos/3819/medium.jpg","Eupentacta quinquesemita",,,,,,,"","","","stiff-footed sea cucumber"
51696,49482,"Sclerodactylidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/21605/medium.jpg","",,,,,,,,,,""
51697,51696,"Eupentacta","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/3954134/medium.jpeg","",,,,,,,,,,""
51724,47630,"Mopalia lignosa","species","https://inaturalist-open-data.s3.amazonaws.com/photos/107401235/medium.jpeg","Mopalia lignosa",,,,,,,"","","","woody chiton"
51725,47630,"Mopalia hindsii","species","https://static.inaturalist.org/photos/1838029/medium.jpg","Mopalia hindsii",,,,,,,"","","","Hind's Chiton"
51753,47599,"Brodiaea","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/11765/medium.jpg","",,,,,,,,,,"Brodiaeas"
51777,47744,"Coreidae","family","https://static.inaturalist.org/photos/8076766/medium.jpeg","",,,,,,,,,,"Leaf-footed Bugs"
51799,51801,"Balanophyllia elegans","species","https://inaturalist-open-data.s3.amazonaws.com/photos/176456306/medium.jpg","Balanophyllia elegans",,,,,,,"","","","orange cup coral"
51800,47532,"Dendrophylliidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/2592942/medium.jpg","",,,,,,,,,,""
51801,51800,"Balanophyllia","genus","https://static.inaturalist.org/photos/38409410/medium.jpg","",,,,,,,,,,"Acorn cup corals"
51812,49069,"Metridium farcimen","species","https://inaturalist-open-data.s3.amazonaws.com/photos/1672886/medium.jpg","Metridium farcimen",,,,,,,"","","","giant plumose anemone"
51820,47124,"Malpighiales","order","https://inaturalist-open-data.s3.amazonaws.com/photos/57932018/medium.jpg","",,,,,,,,,,"nances, willows, and allies"
51870,47167,"Hygrophoraceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/245302502/medium.jpeg","",,,,,,,,,,"Waxcaps and Allies"
51874,48527,"Lonicera","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/120273217/medium.jpg","",,,,,,,,,,"honeysuckles"
51875,51876,"Trifolium pratense","species","https://inaturalist-open-data.s3.amazonaws.com/photos/35545444/medium.jpg","Trifolium pratense",,,,,,,"","","","Red Clover"
51876,47122,"Trifolium","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/226413420/medium.jpg","",,,,,,,,,,"clovers"
51881,51883,"Rhamphocottus richardsonii","species","https://static.inaturalist.org/photos/32666293/medium.jpg","Rhamphocottus richardsonii",,,,,,,"","","","grunt sculpin"
51882,47233,"Rhamphocottidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/4139/medium.jpg","",,,,,,,,,,"Grunt Sculpins"
51883,51882,"Rhamphocottus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4139/medium.jpg","",,,,,,,,,,""
51884,51886,"Urtica dioica","species","https://inaturalist-open-data.s3.amazonaws.com/photos/144861756/medium.jpeg","Urtica dioica",1,1,1,1,0,0,"tth'uxtth'ux","(Thom, 2011)","","great stinging nettle"
51885,47132,"Urticaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/60191852/medium.jpeg","",,,,,,,,,,"nettle family"
51886,51885,"Urtica","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/80103364/medium.jpg","",,,,,,,,,,"nettles"
51890,71289,"Crassulaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/26707624/medium.jpg","",,,,,,,,,,"stonecrop family"
51900,47604,"Hypochaeris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2280301/medium.jpg","",,,,,,,"","","","Cat's-Ears"
52002,47157,"Crambidae","family","https://static.inaturalist.org/photos/82901/medium.jpg","",,,,,,,,,,"Crambid Snout Moths"
52054,47925,"Ischnura","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/21710533/medium.jpg","",,,,,,,,,,"Forktails"
52163,47204,"Cakile","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/39469/medium.jpg","",,,,,,,,,,"Searockets"
52195,48567,"Silene","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/9522/medium.jpg","",,,,,,,,,,"Catchflies"
52318,152105,"Polycladida","order","https://inaturalist-open-data.s3.amazonaws.com/photos/98231002/medium.jpg","",,,,,,,,,,"Polyclad Flatworms"
52319,1,"Platyhelminthes","phylum","https://inaturalist-open-data.s3.amazonaws.com/photos/6308/medium.jpg","",,,,,,,,,,"Flatworms"
52327,47366,"Amaranthaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/34572/medium.jpg","",,,,,,,,,,"amaranths"
52381,47744,"Aphididae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/5648128/medium.jpg","",,,,,,,,,,"Aphids"
52471,52472,"Vicia cracca","species","https://static.inaturalist.org/photos/50242829/medium.jpeg","Vicia cracca",,,,,,,"","","","tufted vetch"
52472,47122,"Vicia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/51639903/medium.jpg","",,,,,,,,,,"Vetches"
52484,52485,"Celastrina echo","species","https://inaturalist-open-data.s3.amazonaws.com/photos/1943824/medium.JPG","Celastrina echo",,,,,,,"","","","Echo Azure"
52485,47923,"Celastrina","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/74552432/medium.jpeg","",,,,,,,,,,"Holarctic Azures"
52537,1435135,"Virgulariidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/169849263/medium.jpeg","",,,,,,,,,,"Slender sea pens"
52539,52540,"Ophiodon elongatus","species","https://static.inaturalist.org/photos/121620546/medium.jpg","Ophiodon elongatus",1,1,1,0,1,1,"xuy'xuy'tl","(Thom, 2011)","","lingcod"
52540,48454,"Ophiodon","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4705/medium.jpg","",,,,,,,,,,"Lingcods"
52564,49052,"Anthopleura elegantissima","species","https://inaturalist-open-data.s3.amazonaws.com/photos/6948726/medium.jpg","Anthopleura elegantissima",,,,,,,"","","","Aggregating Anemone"
52614,52616,"Zostera marina","species","https://inaturalist-open-data.s3.amazonaws.com/photos/179257999/medium.jpg","Zostera marina",,,,,,,"chəәləәm","(Turner, 2014)","","Eelgrass"
52615,48073,"Zosteraceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/170768896/medium.jpg","",,,,,,,,,,"Seagrasses"
52616,52615,"Zostera","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/35524456/medium.jpg","",,,,,,,,,,"Eelgrasses"
52617,52327,"Salicornia","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2774880/medium.JPG","",,,,,,,,,,"pickleweeds"
52627,51229,"Stachys chamissonis cooleyae","variety","https://inaturalist-open-data.s3.amazonaws.com/photos/6758732/medium.jpg","Stachys chamissonis cooleyae",,,,,,,"","","","Cooley's Hedge-nettle"
52642,47162,"Juncaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/36713986/medium.jpg","",,,,,,,,,,"Rushes and Allies"
52643,52642,"Juncus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/208271552/medium.jpg","",,,,,,,,,,"rushes"
52669,52670,"Athyrium filix-femina","species","https://static.inaturalist.org/photos/2071508/medium.jpg","Athyrium filix-femina",,,,,,,"lə́q’ləq’ʔey’","(Turner, 2014)","","lady fern"
52670,332930,"Athyrium","genus","https://static.inaturalist.org/photos/55216721/medium.jpeg","",,,,,,,,,,"lady ferns"
52672,47753,"Dryopteris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/medium.jpg","",,,,,,,,,,"wood ferns"
52676,52677,"Pentagramma triangularis","species","https://inaturalist-open-data.s3.amazonaws.com/photos/302400/medium.jpg","Pentagramma triangularis",,,,,,,"","","","goldback fern"
52677,48437,"Pentagramma","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/10360182/medium.jpg","",,,,,,,,,,""
52679,47754,"Polypodiaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/8304/medium.jpg","",,,,,,,,,,"polypody family"
52680,52679,"Polypodium","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2813823/medium.jpg","",,,,,,,,,,"polypody ferns"
52681,52683,"Pteridium aquilinum","species","https://inaturalist-open-data.s3.amazonaws.com/photos/149174235/medium.jpeg","Pteridium aquilinum",1,1,0,1,0,0,"suqeen","(Thom, 2011)","","common bracken"
52682,47754,"Dennstaedtiaceae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/143677347/medium.jpeg","",,,,,,,,,,"bracken family"
52683,52682,"Pteridium","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/309641965/medium.jpeg","",,,,,,,,,,"brackens"
52689,781703,"Sambucus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/39056940/medium.jpeg","",,,,,,,,,,"elders"
52694,52695,"Aira caryophyllea","species","https://static.inaturalist.org/photos/364292/medium.jpg","Aira caryophyllea",,,,,,,"","","","Silver Hairgrass"
52695,47434,"Aira","genus","https://static.inaturalist.org/photos/364292/medium.jpg","",,,,,,,,,,"Hair Grass"
52701,47434,"Bromus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/11796/medium.jpg","",,,,,,,,,,"bromes"
52703,52701,"Bromus hordeaceus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/130309776/medium.jpeg","Bromus hordeaceus",,,,,,,"","","","common soft brome"
52720,52721,"Dactylis glomerata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/44960033/medium.jpeg","Dactylis glomerata",,,,,,,"","","","orchard grass"
52721,47434,"Dactylis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/14604/medium.jpg","",,,,,,,,,,"cocks-foot and orchard grasses"
52724,47746,"Equisetum arvense","species","https://static.inaturalist.org/photos/72881677/medium.jpg","Equisetum arvense",,,,,,,"sxə́m’xəm’","(Turner, 2014)","","field horsetail"
52747,47201,"Vespidae","family","https://inaturalist-open-data.s3.amazonaws.com/photos/26329814/medium.jpg","",,,,,,,,,,"Hornets, Paper Wasps, Potter Wasps, and Allies"
52761,71412,"Hypericum","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/72000734/medium.jpg","",,,,,,,,,,"St. John's worts"
52764,52765,"Prunella vulgaris","species","https://inaturalist-open-data.s3.amazonaws.com/photos/65409387/medium.jpg","Prunella vulgaris",,,,,,,"","","","common selfheal"
52765,48623,"Prunella","genus","https://static.inaturalist.org/photos/4010443/medium.JPG","",,,,,,,,,,"selfheals"
52775,47221,"Bombus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/6812/medium.jpg","",,,,,,,,,,"Bumble Bees"
52777,630955,"Megachilidae","family","https://static.inaturalist.org/photos/98816292/medium.jpg","",,,,,,,,,,"Mason, Leafcutter, Carder, and Resin Bees"
52784,52777,"Megachile","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/24197665/medium.jpeg","",,,,,,,,,,"Leafcutter, Mortar, and Resin Bees"
52791,52792,"Elymus glaucus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/11805/medium.jpg","Elymus glaucus",,,,,,,"","","","blue wild rye"
52792,47434,"Elymus","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/49723/medium.jpg","",,,,,,,,,,"Wild Ryes and Wheatgrasses"
52793,52794,"Holcus lanatus","species","https://inaturalist-open-data.s3.amazonaws.com/photos/157538875/medium.jpg","Holcus lanatus",,,,,,,"","","","Yorkshire fog"
52794,47434,"Holcus","genus","https://static.inaturalist.org/photos/22314776/medium.jpeg","",,,,,,,,,,""
52808,52809,"Poa annua","species","https://inaturalist-open-data.s3.amazonaws.com/photos/123506323/medium.jpg","Poa annua",,,,,,,"","","","Annual Meadow-grass"
52809,47434,"Poa","genus","https://static.inaturalist.org/photos/8360831/medium.jpg","",,,,,,,"","","","Meadow-grasses"
52818,47604,"Achillea","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/2071495/medium.JPG","",,,,,,,,,,"yarrows"
52821,52818,"Achillea millefolium","species","https://inaturalist-open-data.s3.amazonaws.com/photos/4902/medium.jpg","Achillea millefolium",,,,,,,"tł’əlíqw’əłp","(Turner, 2014)","","common yarrow"
52829,47604,"Agoseris","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/90108749/medium.jpg","",,,,,,,"","","","mountain dandelion"
52833,52834,"Anaphalis margaritacea","species","https://inaturalist-open-data.s3.amazonaws.com/photos/116351/medium.jpg","Anaphalis margaritacea",,,,,,,"","","","pearly everlasting"
52834,47604,"Anaphalis","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/4904/medium.jpg","",,,,,,,,,,"everlastings"
52845,47604,"Matricaria","genus","https://inaturalist-open-data.s3.amazonaws.com/photos/10253/medium.jpg","",,,,,,,"","","","German chamomiles and pineapple-weeds"
52911,52912,"Dolichovespula maculata","species","https://inaturalist-open-data.s3.amazonaws.com/photos/229793202/medium.jpeg","Dolichovespula maculata",,,,,,,"","","","Bald-faced Hornet"
